index,Apartment,Apartment URL,Sq Feet,Sq Feet Clean,Rent,Rent Simple,Bedrooms,Deposit,Available
0,AdMo Heights,https://www.apartments.com/admo-heights-washington-dc/v4m2kwf,705 Sq Ft,705,"$1,764 - 1,848",1764 ,"('1 ', ' bedroom')",$0,Available Now
1,AdMo Heights,https://www.apartments.com/admo-heights-washington-dc/v4m2kwf,813 Sq Ft,813,"$2,058",2058,"('1 ', ' bedroom')",$0,Available Now
4,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,732 Sq Ft,732,"$2,114",2114,"('1 ', ' bedroom')",$100,Available Now
6,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,079 - 2,395",2079 ,"('1 ', ' bedroom')",$100,Feb 20
7,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,255",2255,"('1 ', ' bedroom')",$100,Mar 13
8,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,234",2234,"('1 ', ' bedroom')",$100,Mar 20
9,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,079",2079,"('1 ', ' bedroom')",$100,Mar 27
10,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,185",2185,"('1 ', ' bedroom')",$100,Mar 27
11,View 14,https://www.apartments.com/view-14-washington-dc/mdpd2hl,708 Sq Ft,708,"$2,289",2289,"('1 ', ' bedroom')",$100,Mar 27
20,Warder Mansion,https://www.apartments.com/warder-mansion-washington-dc/5whp04m,788 Sq Ft,788,"$2,142 - 2,987",2142 ,"('1 ', ' bedroom')",$0,Available Now
21,Warder Mansion,https://www.apartments.com/warder-mansion-washington-dc/5whp04m,733 Sq Ft,733,"$2,242 - 3,113",2242 ,"('1 ', ' bedroom')",$0,Available Now
24,Highland Park at Columbia Heights Metro,https://www.apartments.com/highland-park-at-columbia-heights-metro-washington-dc/kprf84b,752 Sq Ft,752,"$1,990 - 2,090",1990 ,"('1 ', ' bedroom')",$0,Available Now
26,The Woodner,https://www.apartments.com/the-woodner-washington-dc/bvr7rf8,875 Sq Ft,875,"$1,799",1799,"('1 ', ' bedroom')",$900,Available Soon
27,The Woodner,https://www.apartments.com/the-woodner-washington-dc/bvr7rf8,750 Sq Ft,750,"$2,029",2029,"('2 ', ' bedroom')",$0,Available Soon
28,The Woodner,https://www.apartments.com/the-woodner-washington-dc/bvr7rf8,"1,000 Sq Ft",1000,"$2,229",2229,"('2 ', ' bedroom')",$0,Available Soon
32,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,738 Sq Ft,738,"$1,893 - 1,962",1893 ,"('1 ', ' bedroom')",$500,Available Now
33,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,738 Sq Ft,738,"$1,893 - 1,962",1893 ,"('1 ', ' bedroom')",$0,Available Now
34,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,737 Sq Ft,737,"$1,911 - 1,980",1911 ,"('1 ', ' bedroom')",$500,Available Now
35,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,737 Sq Ft,737,"$1,911 - 1,980",1911 ,"('1 ', ' bedroom')",$0,Available Now
36,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,711 Sq Ft,711,"$2,005 - 2,074",2005 ,"('1 ', ' bedroom')",$500,Feb 10
37,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,711 Sq Ft,711,"$2,005 - 2,074",2005 ,"('1 ', ' bedroom')",$0,Feb 10
38,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,730 Sq Ft,730,"$2,292 - 2,361",2292 ,"('1 ', ' bedroom')",$500,Mar 11
39,The Shay,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,730 Sq Ft,730,"$2,292 - 2,361",2292 ,"('1 ', ' bedroom')",$0,Mar 11
48,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$1,894 - 2,053",1894 ,"('1 ', ' bedroom')",$0,Available Now
49,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$2,053",2053,"('1 ', ' bedroom')",$0,Available Now
50,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$2,193",2193,"('1 ', ' bedroom')",$0,Available Now
52,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$1,902",1902,"('1 ', ' bedroom')",$0,Feb 8
54,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$1,894",1894,"('1 ', ' bedroom')",$0,Feb 12
55,Calvert Woodley,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,800 Sq Ft,800,"$2,015",2015,"('1 ', ' bedroom')",$0,Feb 18
64,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,779 Sq Ft,779,"$1,736",1736,"('1 ', ' bedroom')",$500,Available Now
65,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,706 Sq Ft,706,"$1,922",1922,"('1 ', ' bedroom')",$500,Available Now
67,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,712 Sq Ft,712,"$2,001",2001,"('1 ', ' bedroom')",$500,Available Now
68,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,844 Sq Ft,844,"$2,006 - 2,031",2006 ,"('1 ', ' bedroom')",$500,Available Now
69,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,844 Sq Ft,844,"$2,031",2031,"('1 ', ' bedroom')",$500,Available Now
70,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,712 Sq Ft,712,"$1,997",1997,"('1 ', ' bedroom')",$500,Feb 10
71,Highview & Castle Manor,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,844 Sq Ft,844,"$2,006",2006,"('1 ', ' bedroom')",$500,Feb 10
80,Park Place at Petworth Metro,https://www.apartments.com/park-place-at-petworth-metro-washington-dc/10h4n76,770 Sq Ft,770,"$1,604 - 3,061",1604 ,"('1 ', ' bedroom')",$0,Available Now
82,Park Place at Petworth Metro,https://www.apartments.com/park-place-at-petworth-metro-washington-dc/10h4n76,746 Sq Ft,746,"$1,641 - 3,019",1641 ,"('1 ', ' bedroom')",$0,Available Now
88,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,700 - 723 Sq Ft,700723,"$1,848 - 2,298",1848 ,"('1 ', ' bedroom')",$500,Available Now
89,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,700 - 723 Sq Ft,700723,"$1,987",1987,"('1 ', ' bedroom')",$0,Available Now
90,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,762 - 818 Sq Ft,762818,"$1,848 - 2,664",1848 ,"('1 ', ' bedroom')",$500,Available Now
91,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,762 - 818 Sq Ft,762818,"$1,926",1926,"('1 ', ' bedroom')",$0,Available Now
92,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,762 - 818 Sq Ft,762818,"$2,048",2048,"('1 ', ' bedroom')",$0,Available Now
93,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,707 Sq Ft,707,"$1,852 - 2,523",1852 ,"('1 ', ' bedroom')",$500,Available Now
94,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,707 Sq Ft,707,"$1,852",1852,"('1 ', ' bedroom')",$0,Available Now
95,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,707 Sq Ft,707,"$1,945",1945,"('1 ', ' bedroom')",$0,Available Now
96,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,"1,072 Sq Ft",1072,"$1,860 - 2,698",1860 ,"('2 ', ' bedroom')",$500,Available Now
97,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,"1,072 Sq Ft",1072,"$1,860",1860,"('2 ', ' bedroom')",$0,Available Now
98,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,"1,072 Sq Ft",1072,"$1,945",1945,"('2 ', ' bedroom')",$0,Available Now
100,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,845 Sq Ft,845,"$1,970 - 2,944",1970 ,"('2 ', ' bedroom')",$500,Available Now
101,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,845 Sq Ft,845,"$1,970",1970,"('2 ', ' bedroom')",$0,Available Now
102,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,700 - 723 Sq Ft,700723,"$1,848",1848,"('1 ', ' bedroom')",$0,Mar 7
103,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,700 - 723 Sq Ft,700723,"$1,848",1848,"('1 ', ' bedroom')",$0,Mar 10
104,Harvard Village,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,762 - 818 Sq Ft,762818,"$1,848",1848,"('1 ', ' bedroom')",$0,Mar 10
122,Park Triangle,https://www.apartments.com/park-triangle-washington-dc/lrxd40f,"1,091 - 1,112 Sq Ft",10911112,"$1,935 - 2,715",1935 ,"('1 ', ' bedroom')",$0,Available Now
124,Park Triangle,https://www.apartments.com/park-triangle-washington-dc/lrxd40f,855 Sq Ft,855,"$1,925 - 2,600",1925 ,"('1 ', ' bedroom')",$0,Feb 12
130,Park Ellison,https://www.apartments.com/park-ellison-washington-dc/5dvr6lm,855 Sq Ft,855,"$1,920",1920,"('1 ', ' bedroom')",$0,Available Now
131,Park Ellison,https://www.apartments.com/park-ellison-washington-dc/5dvr6lm,800 - 825 Sq Ft,800825,"$2,250 - 2,350",2250 ,"('1 ', ' bedroom')",$0,Available Now
134,President Madison,https://www.apartments.com/president-madison-washington-dc/k95fs1c,701 Sq Ft,701,"$1,971",1971,"('1 ', ' bedroom')",$500,Available Now
138,7th Flats,https://www.apartments.com/7th-flats-washington-dc/lj6p6kd,825 Sq Ft,825,"$2,058 - 2,597",2058 ,"('1 ', ' bedroom')",$250,Available Now
139,7th Flats,https://www.apartments.com/7th-flats-washington-dc/lj6p6kd,964 Sq Ft,964,"$2,123 - 2,679",2123 ,"('1 ', ' bedroom')",$250,Available Now
140,7th Flats,https://www.apartments.com/7th-flats-washington-dc/lj6p6kd,800 Sq Ft,800,"$1,858 - 2,346",1858 ,"('1 ', ' bedroom')",$250,Feb 9
144,Paramount,https://www.apartments.com/paramount-washington-dc/4szpm7l,835 Sq Ft,835,"$1,773",1773,"('1 ', ' bedroom')",$500,Feb 7
146,Paramount,https://www.apartments.com/paramount-washington-dc/4szpm7l,804 Sq Ft,804,"$2,049",2049,"('2 ', ' bedroom')",$500,Available Now
152,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,871 Sq Ft,871,"$1,800",1800,"('1 ', ' bedroom')",$0,Available Now
154,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,725 Sq Ft,725,"$1,850",1850,"('1 ', ' bedroom')",$0,Available Now
156,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,725 Sq Ft,725,"$1,875",1875,"('1 ', ' bedroom')",$0,Available Now
158,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,730 Sq Ft,730,"$1,900",1900,"('1 ', ' bedroom')",$0,Available Now
160,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,700 Sq Ft,700,"$1,900",1900,"('1 ', ' bedroom')",$0,Available Now
162,Fitzgerald,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,725 Sq Ft,725,"$1,900",1900,"('1 ', ' bedroom')",$0,Apr 7
176,The Citadel,https://www.apartments.com/the-citadel-washington-dc/27tnfrb,717 Sq Ft,717,"$1,799 - 1,949",1799 ,"('1 ', ' bedroom')",$0,Available Now
177,The Citadel,https://www.apartments.com/the-citadel-washington-dc/27tnfrb,717 Sq Ft,717,"$1,899",1899,"('1 ', ' bedroom')",$0,Available Now
178,The Citadel,https://www.apartments.com/the-citadel-washington-dc/27tnfrb,717 Sq Ft,717,"$1,949",1949,"('1 ', ' bedroom')",$0,Available Now
183,The Citadel,https://www.apartments.com/the-citadel-washington-dc/27tnfrb,707 Sq Ft,707,"$1,949",1949,"('1 ', ' bedroom')",$0,Available Now
186,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,800 Sq Ft,800,"$1,669 - 1,900",1669 ,"('1 ', ' bedroom')",$0,Available Now
187,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,800 Sq Ft,800,"$1,669",1669,"('1 ', ' bedroom')",$0,Available Now
188,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,800 Sq Ft,800,"$1,699",1699,"('1 ', ' bedroom')",$0,Available Now
191,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,800 Sq Ft,800,"$1,900",1900,"('1 ', ' bedroom')",$0,Available Now
206,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$1,900 - 2,100",1900 ,"('1 ', ' bedroom')",$0,Available Now
207,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$2,050",2050,"('1 ', ' bedroom')",$0,Available Now
209,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$2,100",2100,"('1 ', ' bedroom')",$0,Available Now
210,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$1,999",1999,"('1 ', ' bedroom')",$0,Available Now
212,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,985 Sq Ft,985,"$2,199",2199,"('1 ', ' bedroom')",$0,Available Now
224,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,800 Sq Ft,800,"$1,900",1900,"('1 ', ' bedroom')",$0,Feb 28
226,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$1,900",1900,"('1 ', ' bedroom')",$0,Feb 28
227,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$2,050",2050,"('1 ', ' bedroom')",$0,Feb 28
228,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,850 Sq Ft,850,"$1,999",1999,"('1 ', ' bedroom')",$0,Feb 28
229,Dorchester House,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,985 Sq Ft,985,"$2,199",2199,"('1 ', ' bedroom')",$0,Feb 28
274,Dorchester West Apartments,https://www.apartments.com/dorchester-west-apartments-washington-dc/2p6wgy8,730 Sq Ft,730,"$1,950",1950,"('1 ', ' bedroom')",$0,Available Now
276,1630 Park,https://www.apartments.com/1630-park-washington-dc/h5018z3,707 - 731 Sq Ft,707731,"$1,897 - 1,972",1897 ,"('1 ', ' bedroom')",$500,Available Now
277,1630 Park,https://www.apartments.com/1630-park-washington-dc/h5018z3,731 Sq Ft,731,"$1,897",1897,"('1 ', ' bedroom')",$500,Available Now
278,1630 Park,https://www.apartments.com/1630-park-washington-dc/h5018z3,707 Sq Ft,707,"$1,972",1972,"('1 ', ' bedroom')",$500,Available Now
282,Washington House,https://www.apartments.com/washington-house-washington-dc/2tvesj9,736 Sq Ft,736,"$2,095",2095,"('1 ', ' bedroom')",$600,Available Now
284,Park Square,https://www.apartments.com/park-square-washington-dc/953vhx7,735 Sq Ft,735,"$1,850",1850,"('1 ', ' bedroom')",$600,Available Now
285,Connecticut Plaza Apartments,https://www.apartments.com/connecticut-plaza-apartments-washington-dc/35p1rgf,730 Sq Ft,730,"$1,760",1760,"('1 ', ' bedroom')",$0,Available Now
286,Connecticut Plaza Apartments,https://www.apartments.com/connecticut-plaza-apartments-washington-dc/35p1rgf,875 - 895 Sq Ft,875895,"$1,850 - 2,700",1850 ,"('2 ', ' bedroom')",$0,Available Now
287,Connecticut Plaza Apartments,https://www.apartments.com/connecticut-plaza-apartments-washington-dc/35p1rgf,843 Sq Ft,843,"$1,850",1850,"('2 ', ' bedroom')",$0,Available Now
291,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,778 - 815 Sq Ft,778815,"$1,803 - 1,838",1803 ,"('1 ', ' bedroom')",$0,Available Now
292,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,778 Sq Ft,778,"$1,838",1838,"('1 ', ' bedroom')",$0,Available Now
293,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,793 - 827 Sq Ft,793827,"$2,103 - 2,203",2103 ,"('1 ', ' bedroom')",$0,Feb 22
294,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,827 Sq Ft,827,"$2,103",2103,"('1 ', ' bedroom')",$0,Feb 22
295,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,793 Sq Ft,793,"$2,203",2203,"('1 ', ' bedroom')",$0,Mar 24
296,Cathedral Mansions,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,815 Sq Ft,815,"$1,803",1803,"('1 ', ' bedroom')",$0,Apr 9
303,Corcoran House at Dupont Circle,https://www.apartments.com/corcoran-house-at-dupont-circle-washington-dc/pcjl68v,750 Sq Ft,750,"$1,987",1987,"('1 ', ' bedroom')",$0,Available Now
307,1630 R Street,https://www.apartments.com/1630-r-street-washington-dc/b77b759,859 Sq Ft,859,"$2,199",2199,"('1 ', ' bedroom')",$0,Available Now
311,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,702 Sq Ft,702,"$1,689 - 2,150",1689 ,"('1 ', ' bedroom')",$250,Available Now
313,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,702 Sq Ft,702,"$1,843 - 2,150",1843 ,"('1 ', ' bedroom')",$250,Available Now
314,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,712 Sq Ft,712,"$1,710 - 2,250",1710 ,"('1 ', ' bedroom')",$250,Available Now
316,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,712 Sq Ft,712,"$1,908 - 2,225",1908 ,"('1 ', ' bedroom')",$250,Available Now
317,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,702 Sq Ft,702,"$1,750",1750,"('1 ', ' bedroom')",$250,Available Now
318,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,733 Sq Ft,733,"$1,750 - 2,300",1750 ,"('1 ', ' bedroom')",$250,Available Now
320,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,774 Sq Ft,774,"$2,275",2275,"('1 ', ' bedroom')",$250,Available Now
322,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,"1,057 Sq Ft",1057,Call for Rent,all f,"('2 ', ' bedroom')",$250,Available Now
323,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,703 Sq Ft,703,"$2,180",2180,"('1 ', ' bedroom')",$250,Feb 13
325,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,712 Sq Ft,712,"$1,929 - 2,250",1929 ,"('1 ', ' bedroom')",$250,Mar 5
326,The Swift at Petworth Metro,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,733 Sq Ft,733,"$2,245",2245,"('1 ', ' bedroom')",$250,Mar 13
461,Watermark at Buzzard Point,https://www.apartments.com/watermark-at-buzzard-point-washington-dc/y9f54dr,717 Sq Ft,717,"$2,282 - 2,452",2282 ,"('1 ', ' bedroom')",$0,Available Now
463,Lex and Leo at Waterfront Station,https://www.apartments.com/lex-and-leo-at-waterfront-station-washington-dc/g9fz3pw,829 - 864 Sq Ft,829864,"$2,270 - 4,050",2270 ,"('2 ', ' bedroom')",$500,Available Now
464,Lex and Leo at Waterfront Station,https://www.apartments.com/lex-and-leo-at-waterfront-station-washington-dc/g9fz3pw,829 Sq Ft,829,"$2,270 - 3,930",2270 ,"('2 ', ' bedroom')",$500,Available Now
467,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,717 Sq Ft,717,"$2,099 - 2,258",2099 ,"('1 ', ' bedroom')",$300,Available Now
468,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,717 Sq Ft,717,"$2,129",2129,"('1 ', ' bedroom')",$300,Available Now
469,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,701 Sq Ft,701,"$2,154 - 2,164",2154 ,"('1 ', ' bedroom')",$300,Available Now
470,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,701 Sq Ft,701,"$2,154",2154,"('1 ', ' bedroom')",$300,Available Now
471,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,701 Sq Ft,701,"$2,164",2164,"('1 ', ' bedroom')",$300,Available Now
472,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,712 Sq Ft,712,"$2,231 - 2,276",2231 ,"('1 ', ' bedroom')",$300,Available Now
473,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,712 Sq Ft,712,"$2,231",2231,"('1 ', ' bedroom')",$300,Available Now
475,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,712 Sq Ft,712,"$2,246",2246,"('1 ', ' bedroom')",$300,Available Now
476,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,712 Sq Ft,712,"$2,261",2261,"('1 ', ' bedroom')",$300,Available Now
478,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,718 Sq Ft,718,"$2,250 - 2,310",2250 ,"('1 ', ' bedroom')",$300,Available Now
479,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,718 Sq Ft,718,"$2,250",2250,"('1 ', ' bedroom')",$300,Available Now
480,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,718 Sq Ft,718,"$2,265",2265,"('1 ', ' bedroom')",$300,Available Now
481,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,718 Sq Ft,718,"$2,280",2280,"('1 ', ' bedroom')",$300,Available Now
482,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,718 Sq Ft,718,"$2,295",2295,"('1 ', ' bedroom')",$300,Available Now
483,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,717 Sq Ft,717,"$2,099",2099,"('1 ', ' bedroom')",$300,Feb 9
484,Parc Riverside,https://www.apartments.com/parc-riverside-washington-dc/hn9l512,717 Sq Ft,717,"$2,258",2258,"('1 ', ' bedroom')",$300,Mar 30
503,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,720 Sq Ft,720,"$1,555",1555,"('1 ', ' bedroom')",$250,Available Now
505,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,845 - 2,378",1845 ,"('1 ', ' bedroom')",$250,Available Now
506,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,845",1845,"('1 ', ' bedroom')",$250,Available Now
507,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,849",1849,"('1 ', ' bedroom')",$250,Available Now
508,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,870",1870,"('1 ', ' bedroom')",$250,Available Now
509,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,899",1899,"('1 ', ' bedroom')",$250,Available Now
511,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,962",1962,"('1 ', ' bedroom')",$250,Available Now
512,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,993",1993,"('1 ', ' bedroom')",$250,Available Now
513,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$1,999",1999,"('1 ', ' bedroom')",$250,Available Now
515,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,000",2000,"('1 ', ' bedroom')",$250,Available Now
516,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,025",2025,"('1 ', ' bedroom')",$250,Available Now
517,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,050",2050,"('1 ', ' bedroom')",$250,Available Now
518,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,076",2076,"('1 ', ' bedroom')",$250,Available Now
519,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,112",2112,"('1 ', ' bedroom')",$250,Available Now
523,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,167",2167,"('1 ', ' bedroom')",$250,Available Now
524,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,174",2174,"('1 ', ' bedroom')",$250,Available Now
525,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,274",2274,"('1 ', ' bedroom')",$250,Available Now
526,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,800 Sq Ft,800,"$2,287",2287,"('1 ', ' bedroom')",$250,Available Now
527,Waterside Towers,https://www.apartments.com/waterside-towers-washington-dc/y9zxkws,720 Sq Ft,720,"$1,977",1977,"('1 ', ' bedroom')",$250,Available Now
555,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,722 Sq Ft,722,"$1,808 - 3,551",1808 ,"('1 ', ' bedroom')",$0,Available Now
557,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,808 - 3,635",1808 ,"('1 ', ' bedroom')",$0,Available Now
558,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,808 - 3,551",1808 ,"('1 ', ' bedroom')",$0,Available Now
559,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,858 - 3,635",1858 ,"('1 ', ' bedroom')",$0,Available Now
560,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,731 Sq Ft,731,"$1,843 - 3,610",1843 ,"('1 ', ' bedroom')",$0,Available Now
562,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,723 Sq Ft,723,"$2,210 - 4,274",2210 ,"('1 ', ' bedroom')",$0,Available Now
564,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,772 Sq Ft,772,"$2,285 - 4,401",2285 ,"('1 ', ' bedroom')",$0,Available Now
