index,Apartment,Apartment URL,Sq Feet,Sq Feet Clean,Rent,Rent Simple,Bedrooms,Deposit,Available
1865,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,725 Sq Ft,725,"$1,810 - 2,415",1810 ,"('1 ', ' bedroom')",$0,Available Now
1866,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,726 Sq Ft,726,"$1,915 - 2,485",1915 ,"('1 ', ' bedroom')",$0,Available Now
1867,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,839 Sq Ft,839,"$2,115 - 3,175",2115 ,"('1 ', ' bedroom')",$0,Available Now
1868,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,948 Sq Ft,948,"$2,155 - 3,215",2155 ,"('1 ', ' bedroom')",$0,Available Now
1869,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,779 Sq Ft,779,"$1,820 - 2,365",1820 ,"('1 ', ' bedroom')",$0,Feb 9
1870,77 H,https://www.apartments.com/77-h-washington-dc/7qlflyw,727 Sq Ft,727,"$1,810 - 2,060",1810 ,"('1 ', ' bedroom')",$0,Apr 1
1911,Newseum Residences,https://www.apartments.com/newseum-residences-washington-dc/d8m3p4j,714 Sq Ft,714,"$1,784 - 1,884",1784 ,"('St', ' bedroom')",$0,Available Now
1912,Newseum Residences,https://www.apartments.com/newseum-residences-washington-dc/d8m3p4j,824 - 835 Sq Ft,824835,"$2,089 - 2,547",2089 ,"('1 ', ' bedroom')",$0,Available Now
1913,Newseum Residences,https://www.apartments.com/newseum-residences-washington-dc/d8m3p4j,850 - 859 Sq Ft,850859,"$2,277 - 2,787",2277 ,"('1 ', ' bedroom')",$0,Available Now
1917,The Grays on Pennsylvania,https://www.apartments.com/the-grays-on-pennsylvania-washington-dc/wr62tyk,708 Sq Ft,708,"$1,295 - 1,358",1295 ,"('1 ', ' bedroom')",$0,Available Now
1918,The Grays on Pennsylvania,https://www.apartments.com/the-grays-on-pennsylvania-washington-dc/wr62tyk,708 Sq Ft,708,"$1,358",1358,"('1 ', ' bedroom')",$0,Available Now
1919,The Grays on Pennsylvania,https://www.apartments.com/the-grays-on-pennsylvania-washington-dc/wr62tyk,708 Sq Ft,708,"$1,358",1358,"('1 ', ' bedroom')",$0,Mar 7
1923,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,803 Sq Ft,803,"$2,080 - 2,690",2080 ,"('1 ', ' bedroom')",$0,Available Now
1924,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,803 Sq Ft,803,"$2,120 - 2,635",2120 ,"('1 ', ' bedroom')",$0,Available Now
1925,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,803 Sq Ft,803,"$2,140 - 2,655",2140 ,"('1 ', ' bedroom')",$0,Available Now
1926,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,803 Sq Ft,803,"$2,170 - 2,685",2170 ,"('1 ', ' bedroom')",$0,Available Now
1927,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,745 Sq Ft,745,"$2,140 - 2,840",2140 ,"('1 ', ' bedroom')",$0,Available Now
1928,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,745 Sq Ft,745,"$2,200 - 2,710",2200 ,"('1 ', ' bedroom')",$0,Available Now
1929,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,746 Sq Ft,746,"$2,210 - 2,880",2210 ,"('1 ', ' bedroom')",$0,Available Now
1930,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,746 Sq Ft,746,"$2,220 - 2,730",2220 ,"('1 ', ' bedroom')",$0,Available Now
1931,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,710 Sq Ft,710,"$2,220 - 2,730",2220 ,"('1 ', ' bedroom')",$0,Available Now
1933,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,803 Sq Ft,803,"$2,080 - 2,595",2080 ,"('1 ', ' bedroom')",$0,Feb 20
1934,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,710 Sq Ft,710,"$2,250 - 2,720",2250 ,"('1 ', ' bedroom')",$0,Mar 3
1935,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,746 Sq Ft,746,"$2,210 - 2,680",2210 ,"('1 ', ' bedroom')",$0,Mar 22
1936,The Woodward Building Apartments,https://www.apartments.com/the-woodward-building-apartments-washington-dc/df31r2j,745 Sq Ft,745,"$2,140 - 2,600",2140 ,"('1 ', ' bedroom')",$0,Apr 1
1951,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$1,855 - 2,850",1855 ,"('1 ', ' bedroom')",$0,Available Now
1952,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$1,855 - 2,375",1855 ,"('1 ', ' bedroom')",$0,Available Now
1953,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,973 Sq Ft,973,"$2,285 - 2,805",2285 ,"('1 ', ' bedroom')",$0,Available Now
1955,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,095 - 2,615",2095 ,"('1 ', ' bedroom')",$0,Feb 12
1956,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,135 - 2,655",2135 ,"('1 ', ' bedroom')",$0,Feb 15
1957,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,035 - 2,555",2035 ,"('1 ', ' bedroom')",$0,Feb 19
1958,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,721 Sq Ft,721,"$1,960 - 2,480",1960 ,"('1 ', ' bedroom')",$0,Feb 20
1960,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,025 - 2,715",2025 ,"('1 ', ' bedroom')",$0,Mar 1
1961,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,115 - 2,805",2115 ,"('1 ', ' bedroom')",$0,Mar 4
1962,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,723 Sq Ft,723,"$1,880 - 2,785",1880 ,"('1 ', ' bedroom')",$0,Mar 4
1963,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,723 Sq Ft,723,"$1,880 - 2,570",1880 ,"('1 ', ' bedroom')",$0,Mar 4
1964,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,045 - 2,735",2045 ,"('1 ', ' bedroom')",$0,Mar 5
1965,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,105 - 2,795",2105 ,"('1 ', ' bedroom')",$0,Mar 5
1966,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$1,955 - 2,645",1955 ,"('1 ', ' bedroom')",$0,Mar 11
1967,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,115 - 2,805",2115 ,"('1 ', ' bedroom')",$0,Mar 12
1968,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$1,965 - 2,655",1965 ,"('1 ', ' bedroom')",$0,Mar 19
1969,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,786 Sq Ft,786,"$2,040 - 2,845",2040 ,"('1 ', ' bedroom')",$0,Mar 19
1970,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,786 Sq Ft,786,"$2,040 - 2,730",2040 ,"('1 ', ' bedroom')",$0,Mar 19
1971,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,155 - 2,845",2155 ,"('1 ', ' bedroom')",$0,Mar 21
1972,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,772 Sq Ft,772,"$1,985 - 2,695",1985 ,"('1 ', ' bedroom')",$0,Mar 21
1973,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,772 Sq Ft,772,"$1,985 - 2,675",1985 ,"('1 ', ' bedroom')",$0,Mar 21
1974,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,772 Sq Ft,772,"$2,005 - 2,695",2005 ,"('1 ', ' bedroom')",$0,Mar 26
1975,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,876 Sq Ft,876,"$2,005 - 2,695",2005 ,"('1 ', ' bedroom')",$0,Mar 26
1977,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,812 Sq Ft,812,"$2,105 - 2,850",2105 ,"('1 ', ' bedroom')",$0,Mar 31
1978,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,753 Sq Ft,753,"$1,960 - 2,705",1960 ,"('1 ', ' bedroom')",$0,Apr 1
1980,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,815 Sq Ft,815,"$2,290 - 3,035",2290 ,"('1 ', ' bedroom')",$0,Apr 22
1982,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,723 Sq Ft,723,"$2,010 - 2,785",2010 ,"('1 ', ' bedroom')",$0,Apr 28
1983,Meridian at Gallery Place,https://www.apartments.com/meridian-at-gallery-place-washington-dc/l4ymxkd,786 Sq Ft,786,"$2,070 - 2,845",2070 ,"('1 ', ' bedroom')",$0,May 10
2017,1500 Mass,https://www.apartments.com/1500-mass-washington-dc/9rbl2l6,729 Sq Ft,729,"$2,047",2047,"('1 ', ' bedroom')",$0,Mar 9
2021,The Lurgan Apartments,https://www.apartments.com/the-lurgan-apartments-washington-dc/nfgqrkn,706 Sq Ft,706,"$2,094",2094,"('St', ' bedroom')",$0,Available Now
2023,Zen Apollo,https://www.apartments.com/zen-apollo-washington-dc/rssmk53,757 Sq Ft,757,"$2,100",2100,"('1 ', ' bedroom')",$0,Available Now
2025,Zen Apollo,https://www.apartments.com/zen-apollo-washington-dc/rssmk53,710 Sq Ft,710,"$1,489",1489,"('1 ', ' bedroom')",$0,Feb 28
2031,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,704 Sq Ft,704,"$1,925 - 3,015",1925 ,"('1 ', ' bedroom')",$0,Feb 7
2033,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,767 - 794 Sq Ft,767794,"$2,155 - 3,260",2155 ,"('1 ', ' bedroom')",$0,Available Now
2034,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,767 - 794 Sq Ft,767794,"$2,155 - 3,245",2155 ,"('1 ', ' bedroom')",$0,Available Now
2035,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,767 - 794 Sq Ft,767794,"$2,170 - 3,260",2170 ,"('1 ', ' bedroom')",$0,Available Now
2036,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,839 - 840 Sq Ft,839840,"$2,185 - 3,395",2185 ,"('1 ', ' bedroom')",$0,Available Now
2037,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,839 - 840 Sq Ft,839840,"$2,200 - 3,290",2200 ,"('1 ', ' bedroom')",$0,Available Now
2038,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,820 - 877 Sq Ft,820877,"$2,220 - 3,485",2220 ,"('1 ', ' bedroom')",$0,Available Now
2039,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,820 - 877 Sq Ft,820877,"$2,220 - 3,310",2220 ,"('1 ', ' bedroom')",$0,Available Now
2040,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,766 Sq Ft,766,"$1,955 - 3,045",1955 ,"('1 ', ' bedroom')",$0,Feb 26
2042,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,740 - 792 Sq Ft,740792,"$2,185 - 3,275",2185 ,"('1 ', ' bedroom')",$0,Feb 28
2044,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,742 Sq Ft,742,"$2,060 - 3,220",2060 ,"('1 ', ' bedroom')",$0,Mar 7
2046,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,776 Sq Ft,776,"$1,960 - 3,120",1960 ,"('1 ', ' bedroom')",$0,Mar 19
2048,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,744 Sq Ft,744,"$1,835 - 2,995",1835 ,"('1 ', ' bedroom')",$0,Mar 20
2050,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,839 - 840 Sq Ft,839840,"$2,185 - 3,345",2185 ,"('1 ', ' bedroom')",$0,Mar 27
2051,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,742 Sq Ft,742,"$1,840 - 3,000",1840 ,"('1 ', ' bedroom')",$0,Mar 28
2053,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,709 Sq Ft,709,"$1,885 - 3,045",1885 ,"('1 ', ' bedroom')",$0,Mar 28
2055,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,820 - 877 Sq Ft,820877,"$2,295 - 3,455",2295 ,"('1 ', ' bedroom')",$0,Mar 30
2056,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,815 Sq Ft,815,"$2,275 - 3,465",2275 ,"('1 ', ' bedroom')",$0,Apr 2
2057,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,815 Sq Ft,815,"$2,275 - 3,435",2275 ,"('1 ', ' bedroom')",$0,Apr 2
2058,Meridian at Mt Vernon Triangle,https://www.apartments.com/meridian-at-mt-vernon-triangle-washington-dc/rxvb5x3,827 Sq Ft,827,"$2,235 - 2,695",2235 ,"('1 ', ' bedroom')",$0,Apr 26
2089,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,732 Sq Ft,732,"$1,896",1896,"('1 ', ' bedroom')",$100,Available Now
2091,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,743 Sq Ft,743,"$2,073",2073,"('1 ', ' bedroom')",$100,Available Now
2093,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,905 Sq Ft,905,"$2,149 - 2,404",2149 ,"('1 ', ' bedroom')",$100,Available Now
2094,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,905 Sq Ft,905,"$2,149",2149,"('1 ', ' bedroom')",$100,Available Now
2095,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,198 - 2,316",2198 ,"('1 ', ' bedroom')",$100,Available Now
2096,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,223",2223,"('1 ', ' bedroom')",$100,Available Now
2097,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,238",2238,"('1 ', ' bedroom')",$100,Available Now
2098,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,198",2198,"('1 ', ' bedroom')",$100,Mar 20
2099,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,762 Sq Ft,762,"$2,118 - 2,288",2118 ,"('1 ', ' bedroom')",$100,Mar 26
2100,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,762 Sq Ft,762,"$2,176",2176,"('1 ', ' bedroom')",$100,Mar 26
2101,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,762 Sq Ft,762,"$2,118",2118,"('1 ', ' bedroom')",$100,Mar 31
2102,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,762 Sq Ft,762,"$2,288",2288,"('1 ', ' bedroom')",$100,Apr 23
2103,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,216",2216,"('1 ', ' bedroom')",$100,Apr 30
2104,Andover House,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,750 Sq Ft,750,"$2,253",2253,"('1 ', ' bedroom')",$100,Sep 25
2121,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,713 Sq Ft,713,"$1,980",1980,"('1 ', ' bedroom')",$100,Available Now
2122,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,731 Sq Ft,731,"$2,241",2241,"('1 ', ' bedroom')",$100,Available Now
2123,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,713 Sq Ft,713,"$2,249",2249,"('1 ', ' bedroom')",$100,Available Now
2124,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,705 Sq Ft,705,"$2,089",2089,"('1 ', ' bedroom')",$100,Available Now
2125,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,710 Sq Ft,710,"$2,159",2159,"('1 ', ' bedroom')",$100,Available Now
2126,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,711 Sq Ft,711,"$2,165",2165,"('1 ', ' bedroom')",$100,Available Now
2127,1301 Thomas Circle,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,731 Sq Ft,731,"$2,251",2251,"('1 ', ' bedroom')",$100,Feb 11
2147,RESA,https://www.apartments.com/resa-washington-dc/z91hllw,729 Sq Ft,729,"$2,197 - 2,482",2197 ,"('1 ', ' bedroom')",$0,Available Now
2148,RESA,https://www.apartments.com/resa-washington-dc/z91hllw,714 Sq Ft,714,"$2,226 - 2,459",2226 ,"('1 ', ' bedroom')",$0,Available Now
2149,RESA,https://www.apartments.com/resa-washington-dc/z91hllw,717 Sq Ft,717,"$2,116 - 2,286",2116 ,"('1 ', ' bedroom')",$0,Mar 7
2150,RESA,https://www.apartments.com/resa-washington-dc/z91hllw,703 Sq Ft,703,"$2,068 - 2,073",2068 ,"('1 ', ' bedroom')",$0,Apr 11
2187,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,577 - 1,671",1577 ,"('1 ', ' bedroom')",$0,Available Now
2188,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,577",1577,"('1 ', ' bedroom')",$0,Available Now
2189,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,671",1671,"('1 ', ' bedroom')",$0,Available Now
2190,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,627",1627,"('1 ', ' bedroom')",$0,Feb 7
2192,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,637",1637,"('1 ', ' bedroom')",$0,Available Now
2194,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,665",1665,"('1 ', ' bedroom')",$0,Available Now
2196,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,"1,150 Sq Ft",1150,"$2,263 - 2,420",2263 ,"('2 ', ' bedroom')",$0,Available Now
2197,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,"1,150 Sq Ft",1150,"$2,263",2263,"('2 ', ' bedroom')",$0,Available Now
2198,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,832",1832,"('1 ', ' bedroom')",$0,Feb 17
2200,Cleveland House,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,800 Sq Ft,800,"$1,787",1787,"('1 ', ' bedroom')",$0,May 7
2217,Gelmarc Towers,https://www.apartments.com/gelmarc-towers-washington-dc/v3rclbe,735 - 814 Sq Ft,735814,"$1,875 - 2,195",1875 ,"('1 ', ' bedroom')",$0,Available Now
2218,Gelmarc Towers,https://www.apartments.com/gelmarc-towers-washington-dc/v3rclbe,735 - 788 Sq Ft,735788,"$1,895 - 1,995",1895 ,"('1 ', ' bedroom')",$0,Available Now
2261,Yale West,https://www.apartments.com/yale-west-washington-dc/l10gqce,715 Sq Ft,715,"$1,989 - 3,115",1989 ,"('1 ', ' bedroom')",$0,Available Now
2262,Yale West,https://www.apartments.com/yale-west-washington-dc/l10gqce,824 Sq Ft,824,"$2,118 - 2,780",2118 ,"('1 ', ' bedroom')",$0,Available Now
2263,Yale West,https://www.apartments.com/yale-west-washington-dc/l10gqce,751 Sq Ft,751,"$2,145 - 2,854",2145 ,"('1 ', ' bedroom')",$0,Available Now
2264,Yale West,https://www.apartments.com/yale-west-washington-dc/l10gqce,728 Sq Ft,728,"$2,260 - 2,984",2260 ,"('1 ', ' bedroom')",$0,Available Now
2269,The York and Potomac Park,https://www.apartments.com/the-york-and-potomac-park-washington-dc/0n413l2,782 Sq Ft,782,"$2,247",2247,"('1 ', ' bedroom')",$500,Available Now
2271,Flats 130 at Constitution Square,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,719 Sq Ft,719,"$1,792 - 3,862",1792 ,"('1 ', ' bedroom')",$0,Available Now
2272,Flats 130 at Constitution Square,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,753 Sq Ft,753,"$1,826 - 3,303",1826 ,"('1 ', ' bedroom')",$0,Available Now
2273,Flats 130 at Constitution Square,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,703 Sq Ft,703,"$1,829 - 3,294",1829 ,"('1 ', ' bedroom')",$0,Available Now
2274,Flats 130 at Constitution Square,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,719 Sq Ft,719,"$1,865 - 3,475",1865 ,"('1 ', ' bedroom')",$0,Available Now
2275,Flats 130 at Constitution Square,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,712 Sq Ft,712,"$1,870 - 4,114",1870 ,"('1 ', ' bedroom')",$0,Available Now
